,real_price,predict_price,porcentaje_error
179,422252000,381049082.0577175,0.09757897639864938
180,208500000,280374777.3577002,0.3447231527947253
181,123951005,181974310.30916438,0.46811484351550336
182,463290097,432290587.7286872,0.06691165961035592
183,175200000,197989253.18136236,0.13007564601234226
184,791711900,745714333.17308,0.05809887009014268
185,372300000,393329373.0179199,0.05648502019317727
186,334435000,303151716.7358849,0.09354069778616202
187,706000000,497442982.0491191,0.29540654100691344
188,227290000,280308783.0706006,0.23326491737692212
189,249820000,229799643.8262514,0.08013912486489717
190,234000000,214065891.39899424,0.08518849829489643
191,230600000,286418702.1454678,0.24205855223533312
192,405278821,375344962.74271303,0.07385991250030548
193,470000000,468615097.1751714,0.002946601754954521
194,182000000,229112236.68357313,0.25885844331633584
195,532595000,378340377.3333626,0.28962837177712414
196,635000000,533036617.9909728,0.16057225513232629
197,340000000,447692073.53924865,0.316741392762496
198,451000000,381026013.07916737,0.1551529643477442
199,303566663,312265421.07053304,0.028655182306803684
200,658633727,622401390.3081985,0.0550113594346825
201,308357000,334417502.0946689,0.08451406030889172
202,773600000,451275099.5373432,0.4166557658514178
203,449000000,451990611.3168237,0.006660604269095147
204,207540000,215800862.14509392,0.03980371082728109
205,426000000,303082872.82696277,0.2885378572137024
206,515000000,494733589.3236719,0.039352253740442954
207,230600000,228525626.69770786,0.008995547711587764
208,458999990,312620547.9523617,0.3189094667466949
209,850900000,562307243.971804,0.339161776975198
210,464100000,393898393.49410826,0.15126396575283718
211,223000000,221146455.01381585,0.008311860924592601
212,383286000,390482409.53083694,0.018775560627930423
213,192173000,305094554.5541426,0.5876036412718884
214,576000000,550709908.5368749,0.04390640879014776
215,187752500,201333020.3092063,0.07233203450929446
216,615400000,581314039.6019858,0.055388300939249575
217,232999000,225959987.89119598,0.030210482057021776
218,385200000,381026013.07916737,0.010835895433106526
219,250000000,190564327.5680187,0.23774268972792517
220,291990000,209072092.0428943,0.28397516338609435
221,215148000,247680877.15878507,0.15121161785740547
222,808800000,812303963.6082869,0.004332299218950121
223,188500000,294238155.32804596,0.5609451211036921
224,623000000,336916708.15787154,0.45920271563744536
225,530000000,391850430.00258416,0.26065956603286006
226,208600000,249203183.9242014,0.19464613578236528
227,350000000,289823981.5111689,0.17193148139666029
228,480000000,455416554.26514035,0.05121551194762426
229,1053000000,334832002.3659468,0.6820208904406964
230,490000000,267700665.8239853,0.4536721105632953
231,448900000,434095504.19431055,0.03297949611425586
232,470000000,445085701.97212505,0.05300914474015946
233,265000000,231054068.13481838,0.128097856095025
234,989000000,1034153337.8004562,0.04565554883767054
235,1573618000,1200501628.320201,0.23710733588443897
236,94900000,217280160.91779777,1.289569661936752
237,439452000,318642295.53779083,0.2749098979233435
238,181000000,362279722.733742,1.0015454294681878
239,213525000,385045009.5578365,0.8032783494103102
240,618980000,487359027.6314635,0.21264172084483582
241,184900000,195467159.2204169,0.05715067182486157
242,250000000,229805577.96664894,0.08077768813340426
243,228914000,337131940.95344925,0.4727449651548147
244,188690000,199623220.7879151,0.05794276743820611
245,213525000,358577417.53960806,0.679322878068648
246,419728500,340078909.5176934,0.1897645513285531
247,314748500,317654191.88915306,0.00923178947366886
248,214000000,225520848.08441,0.05383573871219632
249,240000000,242298987.44421604,0.009579114350900178
250,476701000,373090957.11417025,0.21734807119311633
251,407000000,403451373.4078343,0.008718984255935402
252,500000000,583346988.9954828,0.1666939779909656
253,1092580000,885579644.6830629,0.18946013593232267
254,299000000,223465462.90735036,0.2526238698750824
255,137082817,180228063.0647079,0.3147385427942286
256,1450000000,1283645969.768823,0.11472691740081178
257,559000000,467321062.55718666,0.16400525481719738
258,454945000,449453047.52178437,0.012071684441450362
259,474000000,485008167.51425934,0.02322398209759354
260,658095000,481099422.1709848,0.268951409491054
261,897060000,536769983.29240006,0.4016342459897888
262,430000000,439363554.453994,0.021775708032544132
263,1866538000,1560022235.2847414,0.16421619314220154
264,246400000,350659955.2510333,0.42313293527205076
265,221297000,245060072.33190423,0.10738090589526397
266,230607000,216902815.14902672,0.059426577905151524
267,522500000,371909035.57605684,0.2882123721032405
268,590000000,589990037.4063125,1.6885752012770054e-05
269,140261000,192668891.3448037,0.3736454990681921
270,210956459,220346533.4163336,0.04451190762703116
271,195000000,204406669.76499784,0.04823933212819405
272,152338000,293180257.0997235,0.9245379163421045
273,326498220,313240623.4726854,0.04060541747307107
274,384000000,333457784.70484114,0.13162035233114286
275,504000000,562008298.4980224,0.11509583035321912
276,620000000,547255098.669639,0.11733048601671131
277,527446712,471985150.306947,0.1051510236602878
278,300000000,400431362.33264315,0.3347712077754772
279,466170000,470877407.00912184,0.010098047941999345
280,348098000,295800229.8856591,0.15023864002189297
281,1710840000,825829133.059626,0.5172961042180297
